name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB
Jonas Olsson,West Bromwich Albion,se,33,D(C),195,85,9(4),823,1,-,2,-,0.2,80,1.4,-,0.5,1.1,0.5,0.4,2.7,0.5,0.8,-,0.2,0.1,0.3,0.1,0.1,0.1,25.4,-,2.3,-
Darren Fletcher,West Bromwich Albion,sct,32,M(C),183,83,15,1350,1,-,2,-,0.6,79.7,0.7,-,1.9,1.5,0.7,-,1.5,1.2,0.3,-,0.8,0.5,0.9,-,1,0.7,37.1,0.3,2.3,-
Ben Foster,West Bromwich Albion,eng,33,GK,193,79,28,2486,-,-,2,-,-,41.1,0.2,-,-,-,0.1,-,0.6,-,-,-,-,-,0.1,-,-,-,30.7,-,8.7,-
Callum McManaman,West Bromwich Albion,eng,25,"AM(LR),FW",174,74,5(3),347,-,1,1,-,0.5,80.8,0.1,-,0.3,0.4,0.6,-,0.6,0.3,-,-,0.9,1.5,1.5,0.1,1.4,0.5,9.8,0.3,0.1,-
Chris Baird,West Bromwich Albion,nir,34,"D(LR),DMC",185,74,9(10),803,-,-,2,-,0.2,76.1,0.9,-,0.9,0.9,0.5,0.2,2.3,0.2,0.3,-,0.3,0.2,0.2,-,0.2,0.2,17.4,0.2,1.5,-
Sébastien Pocognoli,West Bromwich Albion,be,29,D(L),182,78,15,1217,-,-,1,-,0.5,71.1,2.1,-,2,1.5,1.6,0.1,4.1,0.3,0.5,-,0.6,0.4,0.7,0.1,0.7,0.8,27.9,0.7,1.1,-
Cristian Gamboa,West Bromwich Albion,cr,26,D(R),175,67,1(9),237,-,1,1,-,0.1,84.8,0.6,-,0.8,0.6,0.1,0.1,1.2,0.6,0.1,-,0.3,0.5,0.5,-,0.4,0.6,13.2,0.3,0.7,-
Chris Brunt,West Bromwich Albion,nir,31,"D(L),M(CL)",185,84,33(1),2898,2,10,5,-,1,72.6,1.5,3,2.2,2,0.9,0.1,2.5,1.3,0.1,-,1.5,0.6,0.4,0.1,0.8,0.8,34.6,1.6,2.1,0.1
Craig Gardner,West Bromwich Albion,eng,29,"D(R),M(CLR)",178,76,30(5),2684,3,4,10,-,1.6,75.3,1.4,-,2.7,1.6,1.6,-,1.7,1.5,0.3,-,1,0.4,1.1,0.1,0.9,0.8,30.6,0.4,1.5,0.1
Brown Ideye,West Bromwich Albion,ng,27,FW,180,70,13(11),1299,4,2,2,-,1.3,77,1.2,1,0.3,0.2,1,-,0.7,0.2,-,-,0.5,0.3,1,0.7,1.8,1.9,12.1,-,-,-
Tom Huddlestone,Hull,eng,29,DMC,180,80,30(1),2545,-,2,6,2,1.2,79.9,1,1,2.4,1.5,1.3,-,2.5,1.5,0.3,-,0.8,0.4,1,-,0.7,0.5,47.5,0.8,4.7,-
Allan McGregor,Hull,sct,34,GK,183,74,26,2340,-,-,-,-,-,42.2,0.1,2,-,-,-,-,0.9,-,-,-,-,-,0.2,-,-,-,24.5,-,8.3,-
Michael Dawson,Hull,eng,32,D(C),188,76,28,2434,1,-,7,-,0.5,75.5,4.3,1,1.4,1.6,0.8,0.4,7.8,0.6,1.3,-,0.2,-,0.3,-,0.2,0.2,33,-,4.7,-
Alex Bruce,Hull,nir,31,D(C),180,73,17(5),1450,-,1,3,-,-,75.5,2.6,-,1,1.1,0.6,0.4,6.7,0.4,1,-,-,-,0.2,-,-,0.1,17.6,-,1.4,-
Jake Livermore,Hull,eng,26,DMC,180,76,35,3033,1,1,10,-,1,83.5,0.6,-,2.8,1.7,1.5,-,0.7,1,0.3,-,0.8,0.3,0.4,-,1,0.9,43.5,0.1,3.1,-
Hatem Ben Arfa,Hull,fr,29,"M(CR),FW",178,65,5(3),384,-,-,1,-,0.4,83.7,0.4,-,0.5,0.1,1.1,-,0.4,0.3,-,-,1,1.3,0.1,-,1,1,16.9,0.6,1,-
Paul McShane,Hull,ie,30,D(C),183,72,19(1),1696,1,-,2,-,0.6,77.2,3.2,1,1.5,1.4,0.7,0.3,6.3,0.4,0.5,-,0.1,0.1,0.7,0.1,0.3,0.4,31.2,-,1.6,-
Abel Hernández,Hull,uy,26,FW,185,70,15(10),1312,4,1,2,-,2.1,74.2,1,-,0.6,0.2,0.7,-,0.1,0.2,-,-,0.4,0.6,0.5,0.6,1.5,1.4,11.9,-,0.1,-
Robert Snodgrass,Hull,sct,29,AM(LR),182,82,1,40,-,-,-,-,-,82.4,-,-,-,-,-,-,2,-,-,-,-,-,-,-,1,-,17,-,-,-
Eldin Jakupovic,Hull,ch,31,GK,188,78,2(1),227,-,-,-,-,-,39.1,0.3,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,23,-,7.7,-
James Chester,Hull,wls,27,D(CLR),177,75,23,1876,2,-,5,1,0.4,82,2,-,2.4,2.3,1.1,0.3,4.4,0.9,0.6,-,0.2,0.3,0.6,-,0.2,0.3,32.8,-,1.9,-
David Meyler,Hull,ie,27,"DMC,M(LR)",189,81,19(9),1730,1,1,7,1,0.5,81,1.5,1,2.1,1.3,1.2,-,1.2,1,0.3,-,0.5,0.4,1.4,-,1,1.1,29.9,0.2,1.4,-
Nikica Jelavic,Hull,hr,31,FW,188,88,21(5),1810,8,1,3,-,2.2,67.6,2.8,-,0.3,0.3,1.1,-,0.7,0.7,0.2,-,0.7,0.1,0.9,0.9,1.3,1.4,14.7,-,-,-
Tom Ince,Hull,eng,24,AM(CLR),178,66,3(4),300,-,-,-,-,1,90.5,-,-,0.3,0.1,0.7,-,0.4,0.6,-,-,0.3,0.4,0.7,0.1,0.4,1.1,13.6,-,0.6,-
Robbie Brady,Hull,ie,24,"D(L),M(CL)",176,71,17(10),1756,-,2,2,-,0.9,69.2,1.5,1,1.6,1.1,0.6,-,2.3,0.9,0.1,-,1.3,1.1,1,0.1,0.9,0.6,27.5,1.8,1.6,-
Maynor Figueroa,Hull,hn,33,"D(CL),M(L)",182,85,2(1),210,-,-,-,-,0.7,71.6,2.3,-,4,0.3,0.7,-,4,0.7,0.7,-,0.7,0.7,0.3,-,0.7,0.7,31.7,0.3,1.7,-
Yannick Sagbo,Hull,fr,28,FW,183,78,0(4),55,-,-,-,-,-,79.4,0.5,-,1,0.3,0.8,-,-,-,-,-,0.3,-,0.5,-,0.5,0.5,8.5,-,-,-
Harry Maguire,Hull,eng,23,D(C),188,79,0(3),92,-,-,1,-,-,56.5,3,-,1.7,3,1.3,-,3.7,1,0.7,-,-,1,-,-,-,0.3,15.3,-,1.7,-
George Boyd,Hull,sct,30,M(LR),186,79,0(1),9,-,-,-,-,-,66.7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-
Liam Rosenior,Hull,eng,32,"D(LR),M(LR)",178,72,5(8),577,-,1,-,-,0.3,80.5,0.4,-,0.5,0.8,0.3,0.1,1.5,0.4,0.2,-,0.2,0.6,0.1,-,0.4,0.2,22.5,0.2,1.2,-
Curtis Davies,Hull,eng,31,D(C),188,76,21,1815,-,-,2,-,0.6,85.6,4.5,4,1.7,3.1,0.7,0.4,10,0.8,0.9,-,0.1,0.2,0.5,-,0.1,0.3,26.8,-,1,-
Andrew Robertson,Hull,sct,22,"D(L),M(L)",178,64,17(7),1527,-,2,7,-,0.4,76.3,0.4,-,2.1,1.7,0.5,-,2.1,1.3,0.3,-,0.7,0.9,0.3,-,0.4,0.8,26.8,0.6,1.6,-
Steve Harper,Hull,eng,41,GK,185,83,10,853,-,-,-,-,-,43.5,0.4,1,-,-,-,-,1,0.2,-,-,-,-,0.3,-,-,0.1,25.3,-,7.7,-
Stephen Quinn,Hull,ie,30,M(CL),168,60,17(11),1640,1,3,3,1,0.6,84.3,0.5,-,1.1,1.3,0.6,-,0.8,0.7,0.1,-,0.8,0.2,1.3,0.1,0.9,0.8,33.8,0.3,1.2,-
Dame N'Doye,Hull,sn,31,FW,186,81,13(2),1196,5,1,3,-,2.8,76.9,1.1,2,0.9,0.3,2.2,-,0.4,0.5,0.1,-,0.8,0.7,2.1,0.7,2.4,2.8,22.5,0.1,1.3,0.2
Gastón Ramírez,Hull,uy,25,AM(CLR),183,77,11(11),986,1,2,1,1,0.7,83.6,0.5,-,1.5,0.4,0.6,-,0.3,1,-,-,1,1,1,0.1,1.6,1.3,21,0.7,1.1,0.1
Ahmed Elmohamady,Hull,eg,29,"D(R),M(R)",180,81,38,3420,2,5,4,-,0.4,73.8,3.3,3,1.8,1.7,1,0.1,2.6,0.5,0.1,-,1.7,0.8,1.3,0.1,0.9,0.7,41.7,1.4,1.9,-
Mohamed Diamé,Hull,sn,29,M(CLR),184,80,10(2),879,4,-,2,-,1.3,85.3,0.8,-,3.4,1.4,1.7,-,0.8,1.7,0.2,-,0.3,1.3,1,-,2.6,1.1,25.6,-,1.1,0.1
Sone Aluko,Hull,ng,27,"AM(C),FW",173,62,13(12),1242,1,-,2,-,1.2,82.8,-,-,0.5,0.4,0.6,-,0.1,0.5,-,-,0.5,1,1.2,0.2,2.1,1.4,15.8,0.4,0.6,-
Marvin Emnes,Swansea,nl,28,"AM(C),FW",180,66,3(14),504,-,-,2,-,0.8,80.6,0.5,-,0.5,0.1,0.6,-,0.2,0.4,-,-,0.3,0.5,0.9,0.1,0.6,0.9,9.1,-,-,0.1
Wayne Routledge,Swansea,eng,31,"M(CLR),FW",170,64,27(2),2318,3,1,1,1,1.1,77.2,0.4,-,1.1,0.8,1.2,-,0.8,0.6,-,-,1,1.3,1.2,0.7,1,1.7,26.3,0.5,0.9,0.2
Jack Cork,Swansea,eng,27,DMC,183,70,15,1325,1,-,1,-,0.3,85.4,3.1,-,2.3,2.9,0.9,-,2.5,1.3,0.5,-,0.5,0.7,1.8,-,1.2,0.7,56.2,0.1,2.4,-
Jay Fulton,Swansea,sct,22,Midfielder,178,68,1(1),114,-,-,-,-,-,76.9,1.5,-,1,4,0.5,-,2.5,0.5,0.5,-,-,-,-,-,-,0.5,32.5,-,0.5,-
Ashley Williams,Swansea,wls,32,D(C),183,77,37,3330,-,-,6,-,0.2,85.4,2.2,1,1.2,2.8,0.8,0.5,10,0.5,1.1,-,0.2,0.1,0.3,0.1,0.1,0.2,49,-,4.8,-
Gerhard Tremmel,Swansea,de,37,GK,190,86,1(1),109,-,-,-,-,-,74.1,-,-,-,-,-,-,1.5,-,-,-,-,-,-,-,-,-,13.5,-,5,-
Jonjo Shelvey,Swansea,eng,24,M(C),185,80,28(3),2456,3,5,8,1,2,79.1,0.4,-,1.4,1.3,1.1,-,0.9,0.9,0.3,1,1,0.8,0.5,0.1,0.6,1.1,48.9,0.5,4.6,0.1
Nathan Dyer,Swansea,eng,28,M(R),165,60,23(9),1868,3,2,2,-,0.5,84.7,0.3,1,1,0.6,0.7,-,0.2,1,-,-,0.7,1,1.1,0.2,1.3,1.3,22.1,0.3,0.3,-
Nélson Oliveira,Swansea,pt,25,FW,186,82,4(6),389,1,-,-,-,1.1,82.6,0.4,-,0.4,0.2,0.5,-,0.7,0.4,-,-,0.4,1.1,0.9,0.2,1.4,1.7,14.4,-,0.4,-
Kyle Bartley,Swansea,eng,25,D(C),185,76,7,630,-,-,2,-,0.6,86.5,1.7,-,1.6,1.4,1,0.6,4.4,-,0.6,-,-,0.6,1.3,0.3,-,0.3,49.6,-,2.4,-
Tom Carroll,Swansea,eng,24,M(C),177,71,8(5),693,-,-,1,-,0.3,88.3,0.1,-,1.3,0.8,0.4,-,1.2,1.1,0.2,-,0.4,0.2,-,-,0.5,0.7,39.4,-,1,0.1
Jordi Amat,Swansea,es,24,D(C),184,78,7(3),589,-,-,3,-,-,88.5,0.8,-,1.3,1.6,0.8,-,3.6,0.5,0.5,-,0.1,0.2,0.2,-,0.3,0.1,33.9,-,2,-
Jefferson Montero,Swansea,ec,27,M(L),170,68,15(15),1570,1,7,-,-,0.4,74.8,0.3,1,1.2,0.6,0.4,-,0.2,0.5,-,-,0.9,2.6,1,0.1,0.8,1.3,13.6,0.6,0.2,0.1
Modou Barrow,Swansea,gm,23,AM(R),176,63,1(10),280,-,1,1,-,0.2,75.9,0.3,-,0.7,0.6,0.7,-,0.3,1.1,0.1,-,0.5,0.9,1.2,0.1,0.1,0.6,7.9,0.3,-,-
Gylfi Sigurdsson,Swansea,is,27,M(CLR),186,79,32,2697,7,10,2,-,2.1,84.9,0.3,2,1.1,1.3,0.7,-,0.7,1.8,0.2,-,2.3,1,1.3,0.1,1.4,1.7,35.8,1.4,0.3,0.3
Bafétimbi Gomis,Swansea,fr,31,FW,184,77,18(13),1644,7,-,-,-,2.2,79.4,1.4,1,0.4,-,0.8,-,1.1,0.2,0.1,-,0.4,1,1.2,0.7,1.3,1.3,14.6,-,0.5,-
Ki Sung-yueng,Swansea,kr,27,DMC,187,79,30(3),2690,8,1,4,-,0.8,89.8,1.7,1,1.4,1.8,0.8,-,2.2,0.7,0.3,-,0.8,0.5,1.4,0.1,0.7,0.7,51.7,0.1,2,0.1
Angel Rangel,Swansea,es,33,D(R),188,84,22(5),2036,-,-,1,1,0.3,82.4,1.1,-,2,2.5,1,0.1,3.3,1.1,0.5,-,0.5,0.2,0.4,-,0.4,0.2,49.7,0.2,2.6,-
Lukasz Fabianski,Swansea,pl,31,GK,190,83,37,3308,-,-,-,1,-,55.8,0.5,5,-,0.1,-,-,1,0.1,-,-,-,-,0.3,-,-,-,28.1,-,7.8,-
Kyle Naughton,Swansea,eng,27,D(LR),175,73,10,858,-,1,1,-,0.3,81.7,1.9,-,2.4,1.7,1,-,2.8,1.3,0.3,-,0.3,0.4,1.1,-,0.6,1.5,54.5,0.2,1.6,-
Dwight Tiendalli,Swansea,nl,30,D(R),180,69,1(2),128,-,-,-,-,-,89.4,1.3,-,2.7,1.3,0.7,-,1.7,0.7,0.3,-,0.7,0.3,0.7,-,0.3,-,22,-,-,-
Leon Britton,Swansea,eng,33,M(C),168,64,7(2),537,-,-,1,-,-,90,0.7,-,2,1.2,0.4,-,0.7,0.7,0.6,-,0.1,0.4,0.9,-,0.6,0.4,39,-,1.7,0.1
Wilfried Bony,Swansea,ci,27,FW,182,84,16(4),1302,9,2,2,1,3.3,77.5,2.6,2,0.2,0.1,1.5,-,1.6,0.1,0.2,-,1,0.8,1.9,0.5,2,1.6,23.6,-,0.6,0.3
Jazz Richards,Swansea,wls,25,"D(LR),M(R)",185,78,7(3),636,-,1,1,-,-,84.1,1.1,-,1.8,2.1,0.8,-,2.3,0.9,0.1,-,0.3,0.5,0.6,0.1,0.7,1,32.7,0.1,1.6,0.1
Federico Fernández,Swansea,ar,27,D(C),190,83,27(1),2475,-,-,-,-,0.5,84.6,2.4,3,1.9,3.1,0.6,0.5,6.1,1.1,0.6,-,0.1,0.2,0.8,-,0.2,0.3,49.3,-,2.5,-
Matt Grimes,Swansea,eng,21,M(CL),178,70,0(3),42,-,-,-,-,-,88.9,-,-,0.3,0.3,0.3,-,-,0.7,-,-,0.3,-,-,-,0.7,0.3,9,-,0.7,0.3
Neil Taylor,Swansea,wls,27,"D(L),M(L)",175,65,34,3000,-,2,9,-,0.1,83.6,0.8,-,2.3,2.2,0.9,0.1,3.1,0.6,0.4,-,0.6,0.2,0.8,-,0.3,0.5,38.1,0.4,1.5,-
Kenji Gorré,Swansea,nl,21,Midfielder,177,71,0(1),6,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-
